model,claim,group,truth,statement,position,layer,lg_true,lg_false,lean_false,rank_false,rank_fabricated,rank_hoax,rank_fiction,rank_myth,rank_fake,rank_not,rank_never,rank_incorrect,top5
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,statement_end,14,3.0639808177948,3.3319458961486816,0.26796507835388184,2496,109834,177193,15379,10097,16316,174143,11297,4691,熄火 | estig | emis | fact | 但是它
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,answer,14,0.34130606055259705,1.181976318359375,0.840670257806778,47707,95757,6685,40212,75108,155474,116272,41672,2274,众所周知 | 为了解决 | 判断 | 解答 | 对错
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,statement_end,15,3.9870824813842773,4.910118579864502,0.9230360984802246,6809,134946,124717,10111,19187,18332,225910,53324,3741,ongan | utterstock | fact | 熄火 | halts
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,answer,15,0.5051580667495728,0.7033610939979553,0.19820302724838257,63137,137536,8897,16762,160460,189474,122303,86323,21660,abad |  Vill | cede | wort | 人会
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,statement_end,16,2.7358484268188477,4.993610858917236,2.2577624320983887,4571,139205,79600,24578,5738,18911,215691,71295,4422,ongan | 好吗 | auh | _except | 除了在
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,answer,16,0.34990477561950684,0.011574387550354004,-0.33833038806915283,107940,101848,8921,17082,220237,191882,176330,85347,38383,wort | 弊 | 人会 | ats |  Vill
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,statement_end,17,2.924833059310913,4.940146446228027,2.0153133869171143,4566,171558,84507,29338,5528,15197,216921,112425,8385,ongan | actors | auan | egis | emus
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,answer,17,1.5528043508529663,0.6061477065086365,-0.9466566443443298,62339,66075,25885,5246,215593,177172,210375,46913,41042,iaz | wort |  Vill | 周刊 | educ
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,statement_end,18,2.266282796859741,3.591151237487793,1.3248684406280518,4141,121911,105082,20829,2967,6217,190378,34444,20037,好吗 | acades | RIES | emus | actors
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,answer,18,1.5680389404296875,2.2027652263641357,0.6347262859344482,33014,98320,7705,3496,172245,158366,231561,104209,16771,ood | iaz | WND | 你所 | ogos
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,statement_end,19,2.65059757232666,6.316143035888672,3.6655454635620117,2613,134104,147362,37340,26693,12007,244320,78190,13235,RIES | actors | :update | ongan | acades
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,answer,19,2.216123104095459,3.7379982471466064,1.5218751430511475,8745,16529,2309,8407,70020,137479,165865,66557,27360,ead | rug | 뷰 | 阿拉伯 | abad
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,statement_end,20,2.9325594902038574,5.5012640953063965,2.568704605102539,3691,75150,83974,23120,12278,6001,224180,113816,59539,RIES | utterstock | �� | kaan | ocie
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,answer,20,2.989686965942383,3.6802797317504883,0.6905927658081055,6022,51086,5317,20511,87126,192220,132018,59578,41919,abad | 阿拉伯 | ead | 截至目前 | antan
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,statement_end,21,3.103196144104004,5.4901814460754395,2.3869853019714355,2945,87113,51147,20338,5012,3459,220182,22854,38895,kaan | RIES | 好吗 | estig | ract
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,answer,21,3.234518527984619,3.9217405319213867,0.6872220039367676,5810,116679,3579,34810,42406,220734,44792,118759,53984,abad | _Al |  limiting | 截至目前 | řej
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,statement_end,22,3.15293550491333,3.847992181777954,0.695056676864624,4399,28009,54776,13970,1931,1932,210775,55084,21216,actors | kaan | kti | 好吗 | haven
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,answer,22,3.087778091430664,3.266540050506592,0.17876195907592773,11364,170794,1916,8253,47312,212037,16485,91943,123801,abad | 相关推荐 | enant | ería | antan
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,statement_end,23,4.455609321594238,5.421356201171875,0.9657468795776367,2200,62797,36173,13860,2908,1369,207697,25916,32357,[]( | fact | agung | kaan | haven
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,answer,23,3.0578317642211914,4.05971097946167,1.0018792152404785,3879,131802,2906,16240,137055,166486,33963,94355,79011,_except | ería | 否 | smål | ERTO
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,statement_end,24,5.983327865600586,5.856420993804932,-0.1269068717956543,1101,152812,70159,30859,7402,7980,172641,91870,59381,[]( | HECK | idable | utz | 的吗
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,answer,24,2.8720645904541016,4.0251946449279785,1.153130054473877,19186,117029,4081,9791,111422,198696,156657,128132,62270,smål | omla | ERTO | ôm | 的居民
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,statement_end,25,6.729340076446533,5.7413225173950195,-0.9880175590515137,1427,186816,63134,25139,14207,4791,174931,70627,68793,的吗 | actors | emus | []( | RIES
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,answer,25,2.7640089988708496,3.450502395629883,0.6864933967590332,34486,187995,6986,9658,140081,233091,166089,186403,122067,ERTO | hô | 截止到 | ongsTo | smål
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,statement_end,26,4.805348873138428,4.043549060821533,-0.7617998123168945,1333,127676,98876,10493,16272,3337,154955,24092,27370,utterstock | kti | 的吗 | haven | emus
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,answer,26,4.252185344696045,4.71363639831543,0.46145105361938477,3893,149925,1968,9629,84866,215545,146601,116343,26220,ëren | ería | ongsTo | ERTO | elters
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,statement_end,27,7.75795316696167,5.529974937438965,-2.227978229522705,2735,181846,70919,27543,37807,7085,194769,30663,14193,haven | kah | kaa | emus | _since
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,answer,27,6.368594169616699,5.790306568145752,-0.5782876014709473,4431,102295,1661,26922,100431,225437,234132,127604,20944,ongsTo | ëren |  ✅ | ERTO |  ✔
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,statement_end,28,7.590983867645264,4.659048080444336,-2.9319357872009277,10043,201724,58182,36252,44271,3511,216251,6126,46033,igans | haven | _True | 截止目前 | rania
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,answer,28,8.90826416015625,9.202276229858398,0.29401206970214844,57,100901,1719,14033,95935,186626,229234,167215,3396,ëren | ưu | 是正确的 | TRUE | [msg
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,statement_end,29,9.137104988098145,5.98020076751709,-3.1569042205810547,2132,137455,42275,23373,28407,2323,211295,792,15083,_True | igans | TRUE | entena | haven
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,answer,29,8.076313018798828,7.277713298797607,-0.7985997200012207,1788,112320,2826,27830,130216,164096,230413,97232,11573,ëren | ưu | 是正确的 | TRUE | teness
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,statement_end,30,8.04692554473877,5.14757776260376,-2.8993477821350098,4592,165782,16217,20416,36622,941,223680,1753,7878,_True | TRUE | oooooooo | rania | ifact
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,answer,30,9.263922691345215,6.266148090362549,-2.997774600982666,5933,123940,1856,40553,178661,172858,221934,71540,13217,是正确的 | TRUE | ëren | .IsTrue |  TRUE
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,statement_end,31,8.728017807006836,5.926967620849609,-2.8010501861572266,2296,169854,20212,17314,70000,7760,224022,5514,5758,_True | oooooooo | TRUE | rania | entena
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,answer,31,9.339264869689941,6.902685165405273,-2.436579704284668,802,187517,1622,61462,175855,156117,196961,45521,25951,ucin | 前者 |  исти | TRUE | uvan
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,statement_end,32,8.078776359558105,4.7203569412231445,-3.358419418334961,6828,193845,49381,14998,97775,14968,239712,10984,9726,_True | isseurs | TRUE | statements | entena
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,answer,32,9.133634567260742,4.511224746704102,-4.622409820556641,26738,212839,512,182773,201278,178597,151215,160002,63964,前者 | ongsTo |  egt | ucin | ～。
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,statement_end,33,7.548783302307129,4.664874076843262,-2.883909225463867,4969,186229,53291,7231,42326,30320,244183,11662,19275,TRUE | isseurs | statements | _True | utow
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,answer,33,8.180248260498047,4.473398685455322,-3.7068495750427246,20135,201400,666,132483,152941,158289,155592,161315,31481,ongsTo |  egt | 前者 | _True | ostr
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,statement_end,34,8.08675479888916,4.771727561950684,-3.3150272369384766,926,153828,38234,14751,64101,4253,242093,5745,38804,TRUE | isseurs | _True | enders | onents
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,answer,34,7.883885383605957,4.760525703430176,-3.1233596801757812,3834,186159,3020,51572,106348,87779,79357,119840,21265,aní |  TRUE | TRUE | .IsTrue | ongsTo
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,statement_end,35,10.403228759765625,7.456559658050537,-2.946669101715088,69,160734,67585,16953,72497,2568,199880,9076,31910,_True | TRUE | isseurs | true | True
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,answer,35,20.231483459472656,11.528228759765625,-8.703254699707031,43,191616,2287,51031,194475,23682,118210,176357,34875, true | True |  True | true | _true
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,statement_end,36,14.472713470458984,11.090372085571289,-3.3823413848876953,24,134460,26243,9523,104854,397,220744,18592,33637,_True | true | TRUE | 的真 | True
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,answer,36,25.930269241333008,17.628969192504883,-8.301300048828125,27,135221,421,24664,163778,781,181383,202207,76406,True |  true |  True | true | _true
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,statement_end,37,17.640220642089844,12.416261672973633,-5.223958969116211,24,139764,32321,14051,128439,796,211059,35573,46110,true |  True | _True | TRUE | 的真
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,answer,37,25.79391860961914,18.475278854370117,-7.318639755249023,19,116775,602,9692,166976,497,147238,155650,53426, true | True |  True | true | 真
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,statement_end,38,10.17647647857666,6.287816524505615,-3.888659954071045,365,151042,94431,26441,89045,12245,107994,20409,63518,<|im_end|> |  Mount | Mount | -has |  True
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,answer,38,22.86880874633789,17.38361358642578,-5.485195159912109,6,179745,15688,3792,206651,2738,67827,47617,36099,True |  True |  true | true | _true
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,statement_end,39,13.5030517578125,9.571081161499023,-3.9319705963134766,61,81946,38393,25831,12870,9689,609,1994,16008,<|im_end|> | \n\n | \n |  Is |  Mount
base,mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,answer,39,24.12529945373535,20.62546157836914,-3.499837875366211,1,137765,13699,6564,88328,4399,1605,6107,7371,True | False | <think> |  True | true
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,0,0.5140770673751831,-0.3898930251598358,-0.9039700925350189,57074,82108,117747,13363,78818,41386,20729,45445,119724,\n | \n\n | ik | ® | and
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,0,2.7175819873809814,-2.4507670402526855,-5.168349027633667,158076,28349,109669,19642,139784,82635,542,67628,201069,\n\n | 以下 | a | au | 一个
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,1,2.4963903427124023,0.21655488014221191,-2.2798354625701904,30085,118055,57174,32365,57123,23173,30806,24926,181540,\n | ering | oo | ____ | ox
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,1,4.682621955871582,0.7596110105514526,-3.9230109453201294,22769,103686,26323,20794,168648,69074,7359,126366,118418,a | ✅ | ا | au | is
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,2,2.018387794494629,0.5214284658432007,-1.4969593286514282,25886,125428,64391,25744,59092,20269,20444,10044,101366,____ | \n | ering |  | | ()
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,2,4.890744686126709,1.807051420211792,-3.083693265914917,3522,127942,57633,5516,97367,11386,1444,61390,79971,at | ★ |   \n | a | 以下是
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,3,2.099137306213379,0.8777870535850525,-1.2213502526283264,28905,148437,26210,9725,16549,19559,53196,86264,68189,ering | ____ | oo | ik |  facts
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,3,4.3721747398376465,2.7531633377075195,-1.619011402130127,1265,96133,93279,5570,134438,6580,3680,47276,81824,as | a |   \n | � |  Histor
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,4,3.175309419631958,2.5902810096740723,-0.5850284099578857,3186,83051,9798,1153,5101,1330,199973,152004,36109,____ | oo | ering | � | ąg
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,4,3.626727342605591,2.281667470932007,-1.345059871673584,3180,162025,147915,26250,194207,96981,6990,31227,113362,ao | ism | 均可 | ats | 导
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,5,2.777621269226074,2.52350115776062,-0.2541201114654541,2129,50228,19425,3212,17357,2190,146878,174264,81715,而是一种 | ____ | avit |  (“ | �
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,5,3.9626450538635254,2.5024986267089844,-1.460146427154541,3398,188184,92238,24239,81255,97042,27400,57763,97833,众所周知 | a | aut |  math | ao
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,6,1.6320375204086304,2.4971442222595215,0.8651067018508911,1673,35854,11359,1283,324,628,124166,244777,20554,而是一种 | 而是一个 | 而是在 | ____ | ations
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,6,3.073836088180542,2.3618736267089844,-0.7119624614715576,2980,172652,138353,9303,85340,106078,17855,69809,86259,ats | 众所周知 | a | ### |  Your
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,7,0.9797812104225159,2.875004529953003,1.895223319530487,4853,54240,3807,925,373,1353,190416,246976,20582,而是一种 | 而是一个 | 而是在 | ations | 它是一个
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,7,2.3698325157165527,2.2227017879486084,-0.14713072776794434,16066,170904,109432,21306,141262,99044,38022,113928,57177,acu | uw | 众所周知 | ma | 填空
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,8,2.9361331462860107,3.916674852371216,0.9805417060852051,2537,68597,757,212,747,211,226885,239071,5810,而是在 | igraph | 而是一个 | � | :false
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,8,1.2783139944076538,1.3996448516845703,0.1213308572769165,52245,101405,24948,23456,115745,162395,23582,114932,54524,ked | anf | a | 为您解答 | inf
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,9,2.12434720993042,3.213846206665039,1.0894989967346191,7601,93292,2258,352,664,1107,214144,232928,5626,而是一个 | 而是在 | igraph | یکی | 而是一种
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,9,1.230238914489746,0.9761003851890564,-0.2541385293006897,39845,137973,7156,15742,117443,100817,2694,124171,54551,a | 解答 | 众所周知 | ank | 您好
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,10,3.4822893142700195,4.115208625793457,0.6329193115234375,761,21795,6116,436,2318,260,161906,210002,5103,而是一个 | 而是在 | 而是一种 | oo | ulus
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,10,0.5656604766845703,0.6767763495445251,0.11111587285995483,49550,102930,17224,7123,79020,99918,8324,62036,24094,a | ### | 解答 | 众所周知 |  Editorial
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,11,2.4120635986328125,3.716801881790161,1.3047382831573486,2317,48283,1844,800,9559,360,179157,233599,3254,而是一个 | oo | fact | 而是在 | yeti
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,11,0.47325247526168823,1.0961509943008423,0.622898519039154,31204,95996,12461,13803,101918,160608,10915,51326,22951,解答 | 众所周知 | 判断 |  Answer | a
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,12,2.176724910736084,4.153923988342285,1.9771990776062012,1893,20456,7367,1627,7808,192,113781,223798,1477,而是一个 | fact | yeti | 而是在 | ería
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,12,0.37655287981033325,1.1035125255584717,0.7269596457481384,58233,40326,20694,33713,89549,185734,73096,50741,2449,众所周知 | 解答 | 的方针 |  Editorial | 人会
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,13,3.65341854095459,5.54354190826416,1.8901233673095703,503,10050,5428,3019,21047,150,195781,232329,2127,ería | ocking | theless | ogie | 而是一个
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,13,0.7944706082344055,0.6967624425888062,-0.09770816564559937,81012,94228,9701,63426,125395,218876,116996,57408,1823,众所周知 | 准确性 | 的確 | 不准确 | 人是
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,14,2.781118631362915,4.012416362762451,1.2312977313995361,290,8307,9086,2805,8591,162,93462,165260,5468,而是一个 | theless | 但可以 | ocking | 它是一个
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,14,0.07059425115585327,1.1002179384231567,1.0296236872673035,52531,84435,7680,44097,97396,154833,139044,41778,1993,众所周知 | 为了解决 | 判断 | 解答 | 准确性
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,15,3.2538561820983887,5.5354719161987305,2.281615734100342,648,10741,3819,9619,51737,1047,177631,217936,12403,theless | 而是一个 | 它是一个 | fact | 事实和
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,15,0.41264232993125916,0.8264575004577637,0.4138151705265045,53966,121632,6881,20791,173081,183435,124060,93781,22500, Vill | 人会 | abad | cede | wort
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,16,3.7089803218841553,6.505614757537842,2.7966344356536865,370,1954,561,5831,20959,424,202456,229546,3746,而是一个 | 中文网 | 而是一种 | ería | theless
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,16,0.32392311096191406,0.07426637411117554,-0.24965673685073853,111790,87690,5461,18063,220164,167800,178276,91400,36306,wort | 弊 |  Vill | 人会 | abad
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,17,3.56720232963562,6.02860164642334,2.4613993167877197,771,3604,702,17676,12228,812,187968,235950,6893,eksi | 而论 | fact | 而是一个 | ería
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,17,1.1495280265808105,0.645796537399292,-0.5037314891815186,77836,41111,13516,2949,221942,122514,216996,57023,46884,iaz |  Vill | wort | 事实 | abad
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,18,2.900103807449341,4.642364501953125,1.7422606945037842,677,1544,1242,5068,4383,509,175155,177596,4380,而是一个 | eksi | ocie | ería | fact
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,18,1.36885404586792,2.151054859161377,0.782200813293457,46684,65464,2672,1876,173212,124965,237001,129797,27118,iaz | ood |  vaccinated | .objects | 事实
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,19,3.6978232860565186,6.552098751068115,2.8542754650115967,1336,2620,1246,10646,25108,2301,241462,239979,5755,ería | ocie | kse | aksana | eksi
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,19,2.325247049331665,3.501823902130127,1.176576852798462,11817,12104,1370,8212,73140,141838,152852,79162,46368,ead | rug | ered | cede | 뷰
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,20,3.593346357345581,5.830817222595215,2.237470865249634,2078,1251,1472,7585,21707,1934,236479,229111,13484,ocie | theless | ewise | aksana | ería
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,20,2.9194278717041016,3.1152572631835938,0.1958293914794922,18388,39849,4201,20687,94293,200204,115835,72463,78047,abad | ead | 阿拉伯 | _Al | 截至目前
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,21,3.7538509368896484,5.6214141845703125,1.867563247680664,2652,1251,624,6776,13761,588,226140,180369,10487,ewise | theless | მი | fact | kti
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,21,3.155949354171753,3.370723247528076,0.21477389335632324,12025,101640,3010,33643,55329,228365,35611,121861,71957,abad | _Al | řej |  limiting | 必答
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,22,3.521789073944092,3.9568605422973633,0.4350714683532715,3333,1549,7164,11793,4604,2062,187891,141264,10575,kti | ewise | 而是一个 |  fact | fact
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,22,3.0509629249572754,3.1486291885375977,0.09766626358032227,13631,141393,1426,3779,55293,206571,9385,76483,126510,abad | enant | 相关推荐 | ータ | theless
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,23,4.423770427703857,5.115093231201172,0.6913228034973145,2947,5097,4361,22327,12753,2691,195522,169411,13902,igans | fact | kti | agung | 造的
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,23,2.9877281188964844,3.2474846839904785,0.25975656509399414,22168,110645,5444,18395,201757,167373,42717,73864,129077, desaf | abad | 必答 | ería | _DOM
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,24,4.335296630859375,5.654067039489746,1.318770408630371,1383,17628,7718,35951,14151,3189,194451,209025,4218,fact | igans | kti |  fact | 的事实
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,24,2.9715843200683594,3.827139377593994,0.8555550575256348,20151,92448,3450,16674,189744,185394,141194,134363,66840,arus | smål | atezza | enner | řej
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,25,4.5395917892456055,5.370749473571777,0.8311576843261719,2590,14436,4618,40962,15352,2385,192101,204806,16890,kti | igans | fact | クチ | 的主要原因
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,25,3.8182754516601562,3.6300270557403564,-0.1882483959197998,31424,115961,5391,22640,196033,221464,186276,199940,153753,ovati | 让你们 | ería | mati | 的居民
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,26,4.465949058532715,4.478951930999756,0.013002872467041016,479,9645,5747,14386,8547,726,137684,122632,6945,fact |  fact | 事件的 |  Fact | kti
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,26,4.281886100769043,4.710958003997803,0.42907190322875977,2167,72939,1204,15369,165447,165988,184983,133225,64589,ëren | ería |  утвер | ackers | 否
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,27,7.102978706359863,5.807893753051758,-1.2950849533081055,1167,18463,2148,18448,22277,827,189285,120921,8057,fact | 是真的 | 事实 | kti | 的事实
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,27,6.743912220001221,5.027814865112305,-1.716097354888916,7786,76182,5315,33809,158274,206022,227994,223590,50360,属实 | ëren | /testify | unsch | unread
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,28,6.970922470092773,5.939526081085205,-1.0313963890075684,1486,27272,2903,20794,36843,692,229503,73437,30021,fact | 是真的 | 事实 | igans |  fact
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,28,8.089655876159668,6.1508941650390625,-1.9387617111206055,2158,124376,3441,18032,135929,183750,192406,218172,53255,ëren | ưu | [msg | elters | ostra
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,29,7.5579071044921875,5.78786039352417,-1.7700467109680176,2124,25571,5148,29078,50614,594,236987,16673,21068,fact | 是真的 | 事实 | igans | 事实和
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,29,9.107559204101562,6.477469444274902,-2.63008975982666,4836,118263,3439,34868,159824,145750,215107,120776,97437,ëren | ưu | 的真实性 | 属实 | orent
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,30,8.237430572509766,5.971612930297852,-2.265817642211914,1031,30893,4601,34879,43833,997,242731,28073,12638,是真的 | fact | 事实 | 陈述 | ifact
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,30,10.70541763305664,5.143458366394043,-5.561959266662598,15038,97094,2111,53579,182121,158453,216928,100424,61790,>true | TRUE | _True |  TRUE | ëren
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,31,9.204575538635254,6.333845138549805,-2.870730400085449,1951,72169,9992,25460,100350,7476,239638,24280,9613,是真的 | entena | igans | _True | oooooooo
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,answer,31,11.005903244018555,6.12412691116333,-4.881776332855225,1960,176037,1892,70108,185041,146086,191741,92548,51834, true | True | ucin |  TRUE | true
base,mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,statement_end,32,8.238338470458984,5.267017841339111,-2.971320629119873,4182,119083,17355,33325,126170,7661,244055,16772,26253,是真的 | 陈述 | entena | _True | isseurs
